Date,Train Number,Train Name,Passenger Count,Freight (Tons),Revenue (INR),Punctuality (%),Distance Covered (KM),Station Origin,Station Destination
5/11/2023,67567,Train-67567,1676,1742.352646,854864.3225,71.59,1245,Station-20,Station-232
10/27/2021,40258,Train-40258,1637,1929.785287,149045.494,99,608,Station-120,Station-323
10/6/2021,79216,Train-79216,858,674.8013654,941075.6794,90.29,645,Station-105,Station-438
12/18/2023,67070,Train-67070,1719,73.11572481,533783.0302,85.15,456,Station-200,Station-364
9/12/2021,20500,Train-20500,1880,1588.614267,714132.0287,70.77,1426,Station-499,Station-477
3/19/2022,64164,Train-64164,1568,18.09449355,516757.7366,71.17,1479,Station-30,Station-158
9/24/2023,74741,Train-74741,1047,202.4965506,989328.825,70.54,1823,Station-159,Station-483
6/27/2024,40860,Train-40860,583,894.8518864,516552.6249,94.93,315,Station-308,Station-274
5/12/2020,59262,Train-59262,377,1022.178952,776473.072,93.13,567,Station-379,Station-242
12/4/2020,97403,Train-97403,954,5.167859566,154158.0123,82.94,926,Station-406,Station-245
9/2/2022,85170,Train-85170,291,1068.392233,954794.0656,86.56,752,Station-33,Station-422
1/12/2022,95884,Train-95884,1003,1244.226841,687147.4609,76.02,1735,Station-323,Station-126
7/6/2021,13411,Train-13411,998,1667.362597,599163.3444,73.69,172,Station-368,Station-223
7/5/2022,28126,Train-28126,702,1909.729614,974872.9213,84.32,1900,Station-153,Station-360
7/21/2020,55291,Train-55291,1884,1973.841622,706387.5356,84.2,1160,Station-416,Station-360
1/4/2022,27042,Train-27042,347,1167.960814,708080.3201,73.45,206,Station-231,Station-489
7/16/2020,26147,Train-26147,295,1703.300865,759119.9277,84.1,359,Station-143,Station-127
1/28/2020,75736,Train-75736,1422,680.953532,814097.6198,74.62,527,Station-419,Station-311
3/8/2022,91297,Train-91297,1487,72.32654368,814627.0128,72.49,1686,Station-66,Station-169
6/3/2022,78947,Train-78947,1669,968.2384859,543702.358,99.76,1587,Station-423,Station-257
6/24/2020,75731,Train-75731,710,326.6477611,621396.2518,94.06,1589,Station-390,Station-414
12/11/2022,68548,Train-68548,478,628.6623537,62536.30462,95.06,1527,Station-306,Station-220
6/3/2020,88660,Train-88660,175,462.2074651,979272.1269,99.14,1165,Station-380,Station-389
7/22/2021,47774,Train-47774,424,822.3512291,490160.4398,96.89,775,Station-126,Station-453
11/23/2024,19617,Train-19617,97,14.35579445,993989.677,73.87,285,Station-268,Station-266
9/30/2024,60572,Train-60572,1220,1846.348129,472102.1735,96.62,1514,Station-280,Station-370
2/11/2022,96114,Train-96114,758,1475.587332,915623.4303,83.59,1699,Station-340,Station-57
7/10/2021,82580,Train-82580,937,1029.394799,145490.0353,94.52,1738,Station-167,Station-414
1/17/2020,33796,Train-33796,1396,575.6386326,164034.3866,78.39,1681,Station-416,Station-18
10/28/2024,22753,Train-22753,1104,1667.770135,967974.0581,74.74,1466,Station-218,Station-438
1/16/2021,63880,Train-63880,684,749.3649443,183385.9861,76.39,1566,Station-460,Station-214
3/16/2023,53261,Train-53261,938,1611.167597,877930.127,96.71,1050,Station-315,Station-417
7/6/2022,50322,Train-50322,1906,463.6336219,201444.5919,94.75,120,Station-216,Station-215
10/25/2020,43594,Train-43594,319,1819.743686,934069.4165,80.13,358,Station-109,Station-250
6/8/2024,97942,Train-97942,1329,1387.426751,563080.91,72.59,1040,Station-340,Station-433
8/25/2020,80672,Train-80672,1406,910.5094455,682956.494,98.63,277,Station-111,Station-10
2/11/2022,62804,Train-62804,642,543.9591738,672269.3203,96.53,586,Station-120,Station-76
10/14/2021,36483,Train-36483,240,569.1597093,901062.1882,72.1,619,Station-401,Station-296
2/4/2024,53903,Train-53903,1216,1972.79671,429975.2115,77.43,124,Station-271,Station-153
11/30/2020,45323,Train-45323,1691,105.8706836,405132.0966,73.72,1270,Station-434,Station-331
4/16/2022,54830,Train-54830,454,1609.486964,641822.3951,85.68,1297,Station-190,Station-263
8/15/2020,88319,Train-88319,605,1365.399414,372375.1965,90.42,795,Station-87,Station-498
6/15/2022,29835,Train-29835,1690,1246.591452,76785.29095,96.58,463,Station-243,Station-366
12/25/2021,86657,Train-86657,592,400.0743677,117583.2386,87.46,1469,Station-140,Station-457
12/18/2024,85478,Train-85478,1260,1485.832155,454399.281,76.34,710,Station-470,Station-121
4/16/2022,80935,Train-80935,188,1463.441066,716894.7299,99.92,1764,Station-435,Station-329
10/12/2021,13289,Train-13289,875,1271.711228,616810.7009,83.88,316,Station-222,Station-299
8/10/2024,68943,Train-68943,477,172.2333976,312855.513,76.9,233,Station-192,Station-369
6/26/2024,22614,Train-22614,1703,1392.489839,558176.2225,71.57,1613,Station-439,Station-223
2/4/2023,30996,Train-30996,1299,156.6227685,513879.5575,86.36,1666,Station-336,Station-36
4/12/2023,31671,Train-31671,701,1778.305478,237848.5539,97.59,640,Station-94,Station-381
5/26/2023,14007,Train-14007,598,349.724082,755894.4318,72.83,600,Station-408,Station-351
8/17/2022,49781,Train-49781,690,1840.155336,803793.2615,82.62,1060,Station-418,Station-128
10/10/2024,78594,Train-78594,1311,1343.474754,606553.4331,70.95,1763,Station-29,Station-15
9/3/2020,66373,Train-66373,1710,934.8475692,513118.5343,78.37,1032,Station-480,Station-150
11/19/2024,87943,Train-87943,719,1003.189759,539125.8669,87.95,906,Station-155,Station-484
7/5/2024,82699,Train-82699,1498,247.7497823,56788.27759,90.93,1849,Station-88,Station-101
4/20/2022,53908,Train-53908,1078,312.9497067,553137.0117,87.71,1921,Station-300,Station-218
7/6/2023,29039,Train-29039,1328,550.0760831,196099.2932,70.47,999,Station-70,Station-456
4/7/2020,86576,Train-86576,1601,49.56597203,734112.8833,87.47,1986,Station-454,Station-175
4/2/2024,39787,Train-39787,959,518.56309,763940.9795,75.65,343,Station-85,Station-32
8/20/2022,73246,Train-73246,1118,1268.255416,270316.2414,84.34,278,Station-182,Station-91
9/15/2021,51698,Train-51698,351,178.5417006,485198.4764,90.98,1727,Station-273,Station-301
12/27/2023,31891,Train-31891,696,603.97617,638397.0431,86.57,1538,Station-190,Station-103
12/8/2023,78771,Train-78771,1149,743.9372686,894886.2666,71.83,1455,Station-256,Station-200
1/31/2021,86463,Train-86463,1273,757.4591458,610242.5686,79.56,1943,Station-419,Station-337
10/18/2022,60318,Train-60318,1217,743.5197504,511764.4826,79.25,1746,Station-47,Station-383
4/13/2022,48930,Train-48930,1737,1612.589717,880962.6004,81.96,1368,Station-219,Station-460
4/28/2020,26196,Train-26196,202,821.2528598,276490.9074,78.81,58,Station-163,Station-266
6/17/2023,75467,Train-75467,1540,18.72768272,999979.6672,93.15,407,Station-413,Station-171
9/30/2021,90460,Train-90460,649,1354.445369,869480.9974,93.08,1653,Station-337,Station-433
10/1/2023,19034,Train-19034,579,607.3377447,999582.7699,93.48,528,Station-31,Station-371
4/24/2021,55865,Train-55865,1483,1454.524761,723937.3638,97.05,860,Station-417,Station-402
3/29/2022,74903,Train-74903,261,747.0616441,396441.487,93.83,176,Station-396,Station-53
7/12/2024,78574,Train-78574,1359,1739.952953,149948.8791,94.37,1152,Station-308,Station-428
5/22/2024,48167,Train-48167,433,1639.026223,660078.1255,70.67,1054,Station-279,Station-161
1/4/2023,55795,Train-55795,348,1351.043988,127220.0389,79.78,1513,Station-459,Station-268
10/21/2023,13782,Train-13782,607,438.5754342,365920.58,80.26,573,Station-248,Station-175
11/22/2023,10184,Train-10184,1537,1052.217802,894246.3638,81.55,1183,Station-424,Station-1
9/18/2021,80947,Train-80947,1858,1216.064833,787788.9396,94.87,1723,Station-257,Station-195
2/24/2022,66054,Train-66054,1391,511.2379679,852503.4065,89.53,975,Station-297,Station-160
4/24/2024,82282,Train-82282,1117,602.667238,170821.5406,94.94,88,Station-469,Station-414
10/17/2020,27371,Train-27371,836,1947.051524,86828.57278,77.38,296,Station-153,Station-200
6/27/2022,78312,Train-78312,1638,1842.133129,804517.0727,92.76,1542,Station-43,Station-161
2/12/2021,80308,Train-80308,225,1076.303534,740369.5811,95.7,791,Station-222,Station-358
4/25/2021,72703,Train-72703,892,775.4913193,226901.424,93.1,934,Station-33,Station-35
5/8/2024,55111,Train-55111,1133,792.793209,451883.3923,76.6,1377,Station-490,Station-21
2/17/2020,86683,Train-86683,487,1994.947688,612904.2018,74.98,1242,Station-347,Station-224
10/12/2021,81018,Train-81018,1591,1215.485686,384176.9951,74.35,1199,Station-337,Station-452
2/22/2024,37090,Train-37090,1171,397.2044139,191033.6163,87.75,1630,Station-177,Station-201
4/30/2020,99457,Train-99457,1752,880.6536555,764397.8679,86.62,1393,Station-491,Station-69
4/9/2024,62466,Train-62466,1709,1537.96754,76489.64582,98.68,73,Station-426,Station-309
2/19/2021,19310,Train-19310,727,725.0684579,126014.9975,94.91,1381,Station-68,Station-366
12/17/2020,12135,Train-12135,1741,1486.052238,639584.4426,73.7,844,Station-368,Station-37
8/10/2020,47201,Train-47201,551,1081.174372,601182.6589,77.88,1507,Station-231,Station-228
8/18/2021,79693,Train-79693,1011,794.6301463,724299.0059,81.6,1996,Station-47,Station-244
9/2/2020,18935,Train-18935,547,1390.445996,927151.4801,97.63,1856,Station-433,Station-210
10/21/2024,59904,Train-59904,763,68.24574007,579622.8811,82.08,1382,Station-347,Station-399
7/14/2023,56999,Train-56999,460,243.1095651,437404.4717,73.54,220,Station-378,Station-222
12/21/2024,78269,Train-78269,428,62.0165229,438084.323,90.02,184,Station-203,Station-270
12/27/2021,66235,Train-66235,632,717.6265141,449524.6983,96.16,173,Station-415,Station-451
6/26/2022,88795,Train-88795,761,1249.976116,640076.4736,98.87,480,Station-322,Station-477
7/30/2022,59801,Train-59801,1674,1311.561125,649202.1218,85.28,154,Station-271,Station-46
4/13/2023,36228,Train-36228,254,969.5971424,917892.8475,72.71,211,Station-136,Station-96
4/7/2023,52434,Train-52434,374,1721.660601,793583.7708,75.43,267,Station-79,Station-233
3/3/2022,71495,Train-71495,1979,1702.542568,467620.7647,90.46,1080,Station-500,Station-88
10/15/2021,10431,Train-10431,663,909.5781813,67428.22522,92.84,935,Station-185,Station-457
1/30/2023,23993,Train-23993,1230,582.9621157,826065.4088,77.23,1667,Station-211,Station-140
3/25/2021,74434,Train-74434,1299,349.0860067,134154.8725,92.29,1728,Station-187,Station-107
5/4/2023,92545,Train-92545,1332,68.63344285,929517.9397,74.17,844,Station-296,Station-13
9/19/2022,56539,Train-56539,644,486.461489,842411.2026,75.52,404,Station-391,Station-301
3/23/2021,32428,Train-32428,920,432.3445834,357953.223,91.64,1895,Station-120,Station-299
8/16/2024,14139,Train-14139,1962,113.6917502,738565.3955,86.7,1669,Station-235,Station-425
4/30/2023,29273,Train-29273,239,854.176284,135150.815,97.2,316,Station-269,Station-21
2/10/2021,50459,Train-50459,1849,1018.408783,714039.543,73.39,545,Station-382,Station-357
5/2/2020,80293,Train-80293,818,1946.104344,263414.1093,98.55,1854,Station-155,Station-45
7/27/2020,19914,Train-19914,612,285.7897151,277446.9228,71.87,622,Station-435,Station-357
6/21/2021,16380,Train-16380,1128,735.3995391,216470.4001,76.68,1198,Station-488,Station-158
12/13/2023,32064,Train-32064,220,1870.408587,307681.6557,71.86,656,Station-387,Station-156
1/16/2023,24712,Train-24712,1559,406.7312675,952476.7921,83.17,1615,Station-184,Station-126
11/23/2021,92267,Train-92267,1819,143.844849,635487.6948,84.41,1447,Station-73,Station-92
7/11/2024,99172,Train-99172,494,1815.009601,954653.7733,74.86,960,Station-255,Station-275
4/4/2022,54134,Train-54134,1927,856.0469395,669759.6665,85.74,869,Station-107,Station-318
12/30/2024,40857,Train-40857,83,1210.420388,411892.6543,74.18,918,Station-285,Station-21
7/6/2024,19129,Train-19129,319,1506.250563,347603.8008,81.43,142,Station-75,Station-329
2/19/2020,90083,Train-90083,1177,1354.253449,210587.431,70.03,182,Station-181,Station-480
11/20/2022,90008,Train-90008,1901,625.3394785,814924.604,79.12,222,Station-69,Station-341
6/17/2020,51244,Train-51244,344,1938.064162,271434.2314,75.44,1337,Station-137,Station-117
2/3/2021,57317,Train-57317,407,1572.585608,846967.676,77.13,545,Station-65,Station-367
3/16/2024,15452,Train-15452,879,555.2817674,160574.6543,97.98,1070,Station-80,Station-79
7/7/2022,90546,Train-90546,229,1836.108184,442661.1325,77.41,1605,Station-470,Station-198
5/11/2021,68205,Train-68205,797,170.3522568,535876.4067,73.1,1986,Station-187,Station-447
1/29/2020,15180,Train-15180,789,1924.882066,64392.36792,75.57,895,Station-264,Station-213
5/23/2021,85986,Train-85986,678,1419.505081,148066.5371,87.03,253,Station-331,Station-240
7/10/2022,30782,Train-30782,1070,1384.358209,604842.3622,79.72,119,Station-329,Station-421
8/16/2020,30508,Train-30508,1008,228.2171053,455852.6809,90.68,1558,Station-321,Station-211
10/11/2023,35911,Train-35911,1992,501.4436741,475439.499,80.21,1818,Station-55,Station-443
9/30/2021,32079,Train-32079,464,455.8332923,249701.4245,71.75,1098,Station-181,Station-348
5/19/2021,97376,Train-97376,1823,1365.400342,780575.5658,93.66,1757,Station-376,Station-13
6/17/2021,22146,Train-22146,151,1153.186656,164859.4519,83.55,635,Station-88,Station-170
1/17/2022,56228,Train-56228,1554,1174.078881,606018.0251,82.23,1471,Station-291,Station-374
11/28/2021,15515,Train-15515,1029,1481.127139,806953.0595,91.21,1399,Station-365,Station-251
12/8/2023,16147,Train-16147,692,151.809218,335823.5174,92.38,299,Station-265,Station-91
7/27/2021,88972,Train-88972,308,938.9982024,276868.8119,82.09,1375,Station-89,Station-451
10/11/2022,39220,Train-39220,501,1385.039163,686968.6661,85.2,1217,Station-175,Station-422
1/14/2023,71330,Train-71330,830,802.294455,314623.7233,98.08,726,Station-52,Station-298
3/5/2021,63414,Train-63414,156,1072.367956,919389.99,78.47,1692,Station-358,Station-273
1/12/2022,82444,Train-82444,1931,841.6942481,600931.0004,87.18,877,Station-369,Station-118
3/9/2024,58646,Train-58646,1495,574.5367676,581839.9798,80.25,1847,Station-195,Station-321
1/14/2023,77849,Train-77849,1032,799.0261313,712940.1367,72.14,100,Station-463,Station-325
6/26/2021,82641,Train-82641,920,418.7606512,313974.7074,73.36,1157,Station-417,Station-48
12/12/2024,50737,Train-50737,1004,1811.184388,922778.1478,96.92,1874,Station-338,Station-450
10/8/2022,68742,Train-68742,923,1222.471131,453912.8874,72.26,602,Station-288,Station-145
12/26/2024,62293,Train-62293,1336,895.0825347,314177.496,74.98,1598,Station-455,Station-57
1/3/2020,13026,Train-13026,156,799.2788063,911214.1947,97.41,1281,Station-306,Station-168
5/22/2024,96074,Train-96074,1730,1172.868398,601737.1849,97.82,1125,Station-484,Station-398
7/21/2020,22644,Train-22644,135,728.342494,986418.7369,88.29,933,Station-297,Station-324
12/17/2021,31530,Train-31530,678,381.5729739,82537.37666,82.36,1155,Station-453,Station-447
7/14/2020,65709,Train-65709,404,856.5583731,612146.4467,88.78,1002,Station-413,Station-451
1/11/2024,52577,Train-52577,1119,206.8036979,870728.1987,90.78,1779,Station-197,Station-148
12/12/2020,97943,Train-97943,1236,653.1468168,696227.44,89.08,247,Station-304,Station-3
5/29/2021,57422,Train-57422,702,1087.464823,662965.9966,71.28,1757,Station-173,Station-434
9/7/2021,77100,Train-77100,927,202.0106435,148726.1539,82.49,875,Station-298,Station-156
3/5/2023,89523,Train-89523,270,594.2712653,659867.9144,94.51,242,Station-6,Station-404
11/21/2024,21215,Train-21215,264,1026.645966,102838.8106,81.81,327,Station-358,Station-319
2/19/2020,58865,Train-58865,667,1335.557623,459378.5661,72.28,1152,Station-103,Station-190
3/21/2024,65140,Train-65140,1233,762.5508038,117906.2546,88.82,726,Station-205,Station-156
11/22/2021,20464,Train-20464,644,242.0591702,436059.0819,93.15,819,Station-395,Station-441
5/8/2021,56767,Train-56767,654,736.0661179,164825.4804,81.59,1368,Station-462,Station-174
5/31/2022,51918,Train-51918,1893,177.8849049,636964.0138,76.36,1920,Station-399,Station-331
6/20/2020,32539,Train-32539,574,326.7641888,327666.185,98.8,1701,Station-190,Station-16
9/5/2024,11079,Train-11079,300,489.3707503,695705.5794,81.6,721,Station-97,Station-135
11/18/2020,34642,Train-34642,1486,32.98977748,861816.3153,84.9,1832,Station-44,Station-310
9/11/2022,52570,Train-52570,683,1243.948902,618721.7687,71.15,233,Station-199,Station-76
8/29/2023,13509,Train-13509,1616,826.9177227,171030.4306,70.26,714,Station-409,Station-335
5/22/2021,70838,Train-70838,1681,1432.327733,314327.9301,82.94,1470,Station-222,Station-226
10/10/2020,35999,Train-35999,213,1426.086177,789160.8823,95.06,638,Station-76,Station-378
11/26/2020,96796,Train-96796,1000,1148.859697,767050.2578,91.29,1047,Station-486,Station-57
2/7/2021,82727,Train-82727,200,1982.45262,902560.3852,79.81,1423,Station-41,Station-379
3/10/2023,18706,Train-18706,339,726.8707158,777133.2848,90.25,1182,Station-245,Station-412
4/20/2020,92907,Train-92907,103,532.7674281,329785.1009,82.94,1104,Station-285,Station-152
3/20/2021,30477,Train-30477,993,1637.534113,489912.1681,90.39,655,Station-56,Station-59
12/2/2020,87385,Train-87385,396,1056.191111,482052.4881,70.81,1118,Station-466,Station-300
8/29/2024,92013,Train-92013,998,821.189825,349408.9249,71.48,1137,Station-457,Station-209
9/20/2023,44613,Train-44613,1506,169.9678201,796364.6308,88.34,740,Station-360,Station-377
3/25/2024,83713,Train-83713,1031,1768.403893,971577.7277,77.45,1973,Station-343,Station-364
12/13/2024,93588,Train-93588,1731,778.7746492,111137.1631,93.8,1013,Station-231,Station-70
7/12/2020,24692,Train-24692,953,685.0110182,691311.1921,91.73,141,Station-406,Station-95
10/14/2022,41834,Train-41834,719,1257.724337,53392.65437,83.56,1594,Station-94,Station-10
12/4/2021,12338,Train-12338,1546,1111.872037,650532.7557,95.98,608,Station-345,Station-295
6/4/2024,15284,Train-15284,162,34.22374485,372632.9537,73.89,1663,Station-229,Station-470
6/17/2023,76161,Train-76161,302,1636.918384,690379.6248,99.98,1838,Station-346,Station-360
11/11/2023,65457,Train-65457,460,1007.327581,261917.8938,93.59,1139,Station-244,Station-115
12/26/2020,64179,Train-64179,1374,1481.529934,182425.4858,72.66,1468,Station-117,Station-17
2/3/2021,59801,Train-59801,1182,1652.340595,889102.8534,75.14,881,Station-53,Station-94
7/18/2022,21052,Train-21052,1733,1591.556865,743421.7164,74.35,471,Station-434,Station-241
12/20/2020,83246,Train-83246,1461,1056.744469,715735.3934,89.08,1252,Station-195,Station-6
12/9/2021,91331,Train-91331,372,1394.603136,231302.3791,78.96,1645,Station-493,Station-283
3/29/2024,67488,Train-67488,1003,1865.433013,340210.2858,72.79,1181,Station-242,Station-81
6/3/2021,75265,Train-75265,860,297.1557374,834683.8472,92.88,1814,Station-304,Station-47
2/22/2020,77326,Train-77326,1731,1960.424195,922240.6201,82.84,491,Station-210,Station-343
12/22/2022,52819,Train-52819,865,935.4943166,969653.865,95.98,282,Station-396,Station-209
7/4/2024,86608,Train-86608,935,74.15047486,768552.6673,85.37,908,Station-453,Station-132
12/12/2022,12344,Train-12344,1438,279.8632094,104598.9586,94.81,1893,Station-370,Station-398
5/21/2023,76167,Train-76167,490,1718.667737,946035.1463,85.98,1405,Station-280,Station-390
9/25/2020,39288,Train-39288,1365,100.0353346,90398.69319,82.31,1162,Station-328,Station-244
10/10/2021,38824,Train-38824,177,424.0997863,220729.3946,78.31,1086,Station-82,Station-165
5/9/2020,54430,Train-54430,809,561.6531519,703517.3538,94.58,1345,Station-4,Station-160
4/21/2023,60889,Train-60889,1622,1725.190744,99191.1576,88.22,1828,Station-235,Station-223
12/10/2023,83814,Train-83814,1069,51.45105012,316126.9988,92.24,871,Station-414,Station-265
4/4/2024,29281,Train-29281,1612,1246.094183,235626.8353,85.57,975,Station-122,Station-21
12/13/2022,75093,Train-75093,889,676.5698055,151084.491,70.85,929,Station-269,Station-341
11/20/2021,54533,Train-54533,321,1829.953397,269479.8263,78.84,1446,Station-427,Station-364
3/30/2023,98390,Train-98390,1791,643.5568595,835098.8484,80.29,521,Station-257,Station-125
2/22/2020,87410,Train-87410,313,550.2680954,173312.5427,95.7,1816,Station-161,Station-82
10/1/2023,20700,Train-20700,1286,1963.520862,64843.75898,81.66,1935,Station-344,Station-209
2/19/2024,72392,Train-72392,1172,717.7188804,685361.712,74.7,1126,Station-345,Station-247
1/15/2022,36334,Train-36334,1150,619.7045881,438521.202,81.02,1669,Station-89,Station-382
5/1/2020,28082,Train-28082,53,278.4043202,671432.0379,95.33,1731,Station-83,Station-47
3/12/2022,16795,Train-16795,414,292.6148557,436239.4638,86.49,467,Station-36,Station-331
2/19/2021,56452,Train-56452,96,1943.923414,663964.5445,87.82,1049,Station-248,Station-147
8/26/2021,22815,Train-22815,1675,949.1909014,246017.2532,70.4,1028,Station-373,Station-165
8/29/2023,64592,Train-64592,626,68.43758389,54296.24424,93.88,1629,Station-243,Station-74
6/1/2022,75767,Train-75767,968,193.4486366,742646.9002,78.99,823,Station-254,Station-242
12/7/2021,87423,Train-87423,280,1927.850056,183750.2116,93.77,933,Station-350,Station-314
11/22/2024,42099,Train-42099,614,271.0430974,52209.81065,74.64,1542,Station-438,Station-180
9/19/2022,59091,Train-59091,1959,1197.60267,713237.894,97.71,809,Station-301,Station-293
3/14/2020,70810,Train-70810,829,1774.532142,544140.7826,79.86,1618,Station-482,Station-457
3/11/2021,83463,Train-83463,980,1048.260825,965625.6534,78.82,309,Station-102,Station-256
12/15/2023,42872,Train-42872,278,1868.758522,78025.19868,78.63,418,Station-157,Station-102
10/14/2022,94571,Train-94571,897,1054.404658,514216.4919,88,396,Station-362,Station-252
7/15/2021,12588,Train-12588,247,701.5728681,861776.3355,99.76,724,Station-310,Station-178
4/30/2024,30812,Train-30812,359,1429.557973,917246.1426,92.6,982,Station-367,Station-17
5/24/2023,22545,Train-22545,920,1564.711046,446006.7412,98.57,675,Station-36,Station-39
1/24/2021,64945,Train-64945,1946,89.94589285,265787.257,81.66,1922,Station-36,Station-303
11/12/2023,16805,Train-16805,1791,683.5798516,397930.2779,93.99,1356,Station-427,Station-21
8/16/2023,26115,Train-26115,93,449.4071643,605704.788,77.32,136,Station-323,Station-63
12/16/2020,22029,Train-22029,695,757.6567206,155788.5499,78.92,1157,Station-349,Station-64
7/29/2021,49459,Train-49459,1968,1237.108914,863616.8571,88.22,1829,Station-394,Station-133
11/26/2024,77192,Train-77192,891,1753.18499,450268.2672,86.13,1788,Station-421,Station-388
6/23/2022,59346,Train-59346,306,360.5726396,61723.60553,72.13,1609,Station-117,Station-490
6/28/2021,31345,Train-31345,1619,1995.603339,446267.4026,71.57,408,Station-379,Station-131
2/3/2022,15718,Train-15718,1220,1398.771322,134531.5602,95.45,1373,Station-268,Station-45
3/6/2024,22562,Train-22562,505,457.7806019,432198.6625,82.18,1767,Station-402,Station-323
7/26/2022,35335,Train-35335,1167,513.0058334,308063.9665,92.37,927,Station-257,Station-477
2/16/2021,31510,Train-31510,1968,793.8060251,123875.8284,70.87,938,Station-487,Station-203
3/18/2023,84034,Train-84034,1592,836.1805875,429364.5962,92.27,716,Station-10,Station-131
12/31/2021,61839,Train-61839,1387,1661.819746,65877.06002,87.12,601,Station-440,Station-13
11/9/2020,74016,Train-74016,678,668.752864,750251.0257,87.96,714,Station-55,Station-83
2/21/2021,90683,Train-90683,305,798.3559995,877544.7153,70.34,982,Station-348,Station-492
11/17/2024,69991,Train-69991,58,101.1144701,240991.9074,70.21,534,Station-262,Station-324
7/25/2021,19738,Train-19738,1683,1370.209774,951431.3512,94.97,296,Station-488,Station-22
9/5/2023,43925,Train-43925,1035,1850.18394,634365.3978,98.19,1814,Station-330,Station-54
1/25/2023,71536,Train-71536,1741,1165.944824,579747.4641,94.01,1030,Station-193,Station-78
10/21/2021,41664,Train-41664,1590,887.8410324,415217.3163,72.3,631,Station-274,Station-86
3/16/2024,84598,Train-84598,1520,628.4637023,732792.0353,86.42,561,Station-397,Station-261
11/30/2024,92328,Train-92328,266,468.8101115,533645.8275,70.67,1255,Station-30,Station-101
2/18/2022,62259,Train-62259,590,1318.901443,453168.1389,78.7,134,Station-94,Station-331
12/17/2020,75750,Train-75750,247,1097.412173,486901.8047,74.28,1659,Station-27,Station-383
1/4/2024,96386,Train-96386,1005,385.6098289,452398.913,94.35,1585,Station-464,Station-232
2/23/2023,22267,Train-22267,874,1503.862981,806707.4975,91.13,1171,Station-279,Station-402
5/17/2022,50057,Train-50057,605,1876.252096,363701.47,94.43,1085,Station-271,Station-195
8/23/2022,76600,Train-76600,267,210.3393234,918962.4027,91.25,595,Station-169,Station-184
1/14/2023,72330,Train-72330,878,1018.922922,740101.9634,76.4,1813,Station-267,Station-104
6/30/2023,89704,Train-89704,1627,1879.700203,805736.3472,73.86,1783,Station-336,Station-224
5/22/2021,55174,Train-55174,122,1293.62415,612725.6563,86.89,301,Station-443,Station-492
12/8/2023,35844,Train-35844,867,1639.322519,792358.2122,99.59,1679,Station-209,Station-208
4/7/2023,49715,Train-49715,1720,1546.174916,92967.65617,86.23,897,Station-304,Station-450
2/21/2021,90625,Train-90625,441,238.8137264,505835.8428,85.35,547,Station-343,Station-28
12/21/2023,46990,Train-46990,1614,626.2390047,361727.6545,98.66,641,Station-404,Station-183
7/18/2022,63843,Train-63843,159,4.369577216,540529.8773,80.55,1433,Station-125,Station-480
10/5/2023,13889,Train-13889,235,850.1991062,158445.2602,80.48,1833,Station-254,Station-347
8/1/2024,27554,Train-27554,1915,381.3436336,607859.2694,98.83,1087,Station-123,Station-181
4/17/2023,52779,Train-52779,1413,813.6789572,993049.8871,77.1,1921,Station-8,Station-276
12/5/2022,12719,Train-12719,1914,141.5772485,987691.0636,92.94,1536,Station-436,Station-264
7/6/2022,60328,Train-60328,1117,1525.550235,382430.9116,81.07,303,Station-451,Station-172
7/26/2023,71807,Train-71807,1822,18.22542819,618660.8966,76.55,514,Station-141,Station-348
2/15/2020,69835,Train-69835,328,1788.014507,242254.449,85.48,166,Station-462,Station-369
10/27/2022,56855,Train-56855,1435,277.9605636,797023.1372,72.86,82,Station-334,Station-243
5/12/2020,91265,Train-91265,242,807.8337466,636169.2984,94.24,304,Station-352,Station-105
1/17/2022,94058,Train-94058,970,789.7853137,91265.73228,82.59,869,Station-375,Station-119
1/2/2022,72422,Train-72422,1638,383.0535341,294274.9757,79.78,1591,Station-394,Station-210
2/19/2024,97046,Train-97046,319,810.1170493,792009.7303,84.11,346,Station-275,Station-43
2/17/2024,10527,Train-10527,1777,1139.040499,66550.50659,76.32,160,Station-124,Station-144
2/4/2021,58950,Train-58950,278,782.8179351,142243.4829,84.52,1018,Station-138,Station-484
7/11/2023,88720,Train-88720,743,799.1497846,512893.581,79.52,1748,Station-7,Station-123
12/18/2024,39432,Train-39432,616,416.007533,682452.9036,82.55,1822,Station-46,Station-86
9/3/2024,66146,Train-66146,1061,928.3358615,71136.89058,73.78,744,Station-282,Station-57
10/9/2020,35732,Train-35732,1443,536.466034,244354.8299,81.99,710,Station-418,Station-61
11/7/2020,88403,Train-88403,304,1806.881554,78706.66717,73.82,1126,Station-205,Station-113
1/1/2021,63492,Train-63492,155,16.53942443,465460.4857,78.43,1629,Station-121,Station-394
3/19/2021,73406,Train-73406,1314,1400.777831,438795.4743,92.69,1464,Station-305,Station-229
3/11/2024,79826,Train-79826,898,553.3269767,95051.62087,88.9,154,Station-466,Station-201
4/1/2022,80260,Train-80260,290,905.8914973,975653.4014,73.51,307,Station-125,Station-46
4/30/2022,29878,Train-29878,209,1348.674948,218682.358,90.51,1439,Station-335,Station-98
10/14/2024,83865,Train-83865,1033,722.6336968,414366.149,81.69,1388,Station-110,Station-370
12/27/2021,48862,Train-48862,1458,1915.802817,125456.6766,96.59,1143,Station-449,Station-424
